file,url,folder,title,title_len,desc,desc_len,canonical,robots,h1,h1_count,h2_count,words,images,img_no_alt,internal_links,schema,hreflang,lang,sitemap,size_kb,issues
brands/eaton-crouse-hinds.html,https://pishtaj.ir/brands/eaton-crouse-hinds.html,brands,تامین تجهیزات Eaton Crouse-Hinds | پیشرو تجهیز فرتاک,52,راهنمای سورسینگ تجهیزات Eaton و Crouse-Hinds شامل Breaker، UPS، گلند، Ex Lighting، Enclosure و تجهیزات Hazardous Area؛ بدون ادعای نمایندگی رسمی.,144,https://pishtaj.ir/brands/eaton-crouse-hinds.html,"index, follow",تامین و سورسینگ ایتون / کراوس-هایندز Eaton Crouse-Hinds,1,18,1901,1,0,17,WebPage|BreadcrumbList,fa-IR|x-default,fa,sitemap-misc.xml,21.4,
brands/emerson-rosemount.html,https://pishtaj.ir/brands/emerson-rosemount.html,brands,نمایندگی روزمونت؛ سورسینگ و اصالت‌سنجی | پیشرو تجهیز فرتاک,58,راهنمای سورسینگ و تامین تجهیزات روزمونت / امرسون — ترانسمیتر فشار 3051، دما، سطح و فلومتر DP؛ بررسی نمایندگی، اصالت مدارک و کنترل Model Code.,141,https://pishtaj.ir/brands/emerson-rosemount.html,"index, follow",نمایندگی روزمونت در ایران؛ سورسینگ و تامین روزمونت/امرسون,1,11,1884,1,0,13,BreadcrumbList|WebPage|FAQPage,fa-IR|x-default,fa,sitemap-misc.xml,23.6,
brands/endress-hauser.html,https://pishtaj.ir/brands/endress-hauser.html,brands,تامین و سورسینگ اندرس هاوزر Endress+Hauser | پیشرو تجهیز فرتاک,62,راهنمای سورسینگ تجهیزات Endress+Hauser برای فشار، دبی، سطح، دما و آنالیز مایعات؛ بدون ادعای نمایندگی رسمی؛ بررسی قیمت و تامین از شبکه جهانی.,140,https://pishtaj.ir/brands/endress-hauser.html,"index, follow",تامین و سورسینگ اندرس هاوزر Endress+Hauser,1,12,1893,1,0,13,BreadcrumbList|WebPage,fa-IR|x-default,fa,sitemap-misc.xml,21.9,
brands/fisher-samson-control-valves.html,https://pishtaj.ir/brands/fisher-samson-control-valves.html,brands,تامین و سورسینگ کنترل ولو Fisher و SAMSON | پیشرو تجهیز فرتاک,61,راهنمای سورسینگ کنترل ولو، اکچویتور و پوزیشنر Fisher و SAMSON برای سرویس‌های فرایندی بدون ادعای نمایندگی رسمی؛ بررسی قیمت و تامین از شبکه جهانی.,144,https://pishtaj.ir/brands/fisher-samson-control-valves.html,"index, follow",تامین و سورسینگ کنترل ولو Fisher و SAMSON,1,12,1971,1,0,12,WebPage|BreadcrumbList,fa-IR|x-default,fa,sitemap-misc.xml,21.3,
brands/flexitallic-gaskets.html,https://pishtaj.ir/brands/flexitallic-gaskets.html,brands,تامین و سورسینگ فلکسیتالیک Flexitallic | پیشرو تجهیز فرتاک,58,راهنمای سورسینگ گسکت‌های Flexitallic مانند Spiral Wound، Flexpro Kammprofile، RTJ و Thermiculite بدون ادعای نمایندگی رسمی؛ بررسی قیمت و تامین از شبکه جهانی.,156,https://pishtaj.ir/brands/flexitallic-gaskets.html,"index, follow",تامین و سورسینگ فلکسیتالیک Flexitallic,1,11,1794,1,0,10,WebPage|BreadcrumbList,fa-IR|x-default,fa,sitemap-misc.xml,21.7,
brands/galperti-flanges.html,https://pishtaj.ir/brands/galperti-flanges.html,brands,تامین و سورسینگ گالپرتی Galperti | پیشرو تجهیز فرتاک,52,راهنمای سورسینگ فلنج و فورج Galperti شامل ASME B16.5، B16.47، Orifice Flange و API/NORSOK بدون ادعای نمایندگی رسمی؛ بررسی قیمت و تامین از شبکه جهانی.,149,https://pishtaj.ir/brands/galperti-flanges.html,"index, follow",تامین و سورسینگ گالپرتی Galperti,1,11,1762,1,0,10,WebPage|BreadcrumbList,fa-IR|x-default,fa,sitemap-misc.xml,21.3,
brands/grundfos-pumps.html,https://pishtaj.ir/brands/grundfos-pumps.html,brands,تامین و سورسینگ گراندفوس Grundfos | پیشرو تجهیز فرتاک,53,راهنمای سورسینگ پمپ‌های Grundfos مانند CR/CRE، بوستر، دوزینگ و پمپ‌های صنعتی آب؛ بدون ادعای نمایندگی رسمی؛ بررسی قیمت و تامین از شبکه جهانی.,140,https://pishtaj.ir/brands/grundfos-pumps.html,"index, follow",تامین و سورسینگ گراندفوس Grundfos,1,20,1899,1,0,17,WebPage|BreadcrumbList,fa-IR|x-default,fa,sitemap-misc.xml,21.6,
brands/index.html,https://pishtaj.ir/brands/index.html,brands,جستجوی برندهای قابل سورسینگ تجهیزات صنعتی | پیشرو تجهیز فرتاک,61,هاب قابل جستجو برای برندهای قابل سورسینگ تجهیزات صنعتی؛ بدون ادعای نمایندگی رسمی و با تمرکز بر Part Number، وندورلیست و مدارک قابل ردیابی.,138,https://pishtaj.ir/brands/,"index, follow",برندهای قابل سورسینگ تجهیزات صنعتی,1,0,567,1,0,24,CollectionPage|ItemList|BreadcrumbList,fa-IR|x-default,fa,sitemap-misc.xml,21.9,
brands/kitz-valves.html,https://pishtaj.ir/brands/kitz-valves.html,brands,تامین و سورسینگ شیرآلات KITZ | پیشرو تجهیز فرتاک,48,راهنمای سورسینگ شیرآلات KITZ شامل Ball، Gate، Globe، Check و Butterfly Valve برای سرویس‌های صنعتی، بدون ادعای نمایندگی رسمی؛ بررسی قیمت و تامین از شبکه جهانی.,158,https://pishtaj.ir/brands/kitz-valves.html,"index, follow",تامین و سورسینگ شیرآلات KITZ,1,16,1822,1,0,18,BreadcrumbList|WebPage,fa-IR|x-default,fa,sitemap-misc.xml,21.7,
brands/krohne-instrumentation.html,https://pishtaj.ir/brands/krohne-instrumentation.html,brands,تامین و سورسینگ کرونه KROHNE | پیشرو تجهیز فرتاک,48,راهنمای سورسینگ تجهیزات KROHNE شامل فلومتر، Level، DP Flow و ابزار دقیق فرایندی بدون ادعای نمایندگی رسمی؛ بررسی قیمت و تامین از شبکه جهانی.,139,https://pishtaj.ir/brands/krohne-instrumentation.html,"index, follow",تامین و سورسینگ کرونه KROHNE,1,11,1840,1,0,13,WebPage|BreadcrumbList,fa-IR|x-default,fa,sitemap-misc.xml,21.6,
brands/omron-automation.html,https://pishtaj.ir/brands/omron-automation.html,brands,تامین و سورسینگ امرون Omron Automation | پیشرو تجهیز فرتاک,58,راهنمای سورسینگ تجهیزات Omron شامل PLC، سنسور، رله، پاور، Temperature Controller، Safety و HMI؛ بدون ادعای نمایندگی رسمی؛ بررسی قیمت و تامین از شبکه جهانی.,155,https://pishtaj.ir/brands/omron-automation.html,"index, follow",تامین و سورسینگ امرون Omron Automation,1,12,1928,1,0,12,WebPage|BreadcrumbList,fa-IR|x-default,fa,sitemap-misc.xml,21.4,
brands/phoenix-contact.html,https://pishtaj.ir/brands/phoenix-contact.html,brands,تامین و سورسینگ فونیکس کنتاکت Phoenix Contact | پیشرو تجهیز فرتاک,65,راهنمای سورسینگ تجهیزات Phoenix Contact شامل ترمینال، پاور، رله، Surge Protection، PLCnext، Ethernet Switch و کابل/کانکتور صنعتی؛ بدون ادعای نمایندگی رسمی.,155,https://pishtaj.ir/brands/phoenix-contact.html,"index, follow",تامین و سورسینگ فونیکس کنتاکت Phoenix Contact,1,12,1884,1,0,13,WebPage|BreadcrumbList,fa-IR|x-default,fa,sitemap-misc.xml,21.5,
brands/schneider-electric.html,https://pishtaj.ir/brands/schneider-electric.html,brands,تامین و سورسینگ اشنایدر الکتریک Schneider Electric | پیشرو تجهیز,64,راهنمای سورسینگ تجهیزات Schneider Electric شامل Modicon PLC، Altivar Drive، TeSys، MCCB/ACB و تابلو LV؛ بدون ادعای نمایندگی رسمی؛ بررسی قیمت و تامین از شبکه جهانی.,163,https://pishtaj.ir/brands/schneider-electric.html,"index, follow",تامین و سورسینگ اشنایدر الکتریک Schneider Electric,1,11,1901,1,0,13,BreadcrumbList|WebPage,fa-IR|x-default,fa,sitemap-misc.xml,21.3,
brands/siemens-industrial.html,https://pishtaj.ir/brands/siemens-industrial.html,brands,تامین و سورسینگ زیمنس صنعتی | پیشرو تجهیز فرتاک,47,راهنمای سورسینگ تجهیزات Siemens صنعتی مانند SIMATIC PLC، HMI، SINAMICS Drive، Switchgear، MCC و تجهیزات کنترل بدون ادعای نمایندگی رسمی.,135,https://pishtaj.ir/brands/siemens-industrial.html,"index, follow",تامین و سورسینگ زیمنس صنعتی,1,16,1823,1,0,12,BreadcrumbList|WebPage,fa-IR|x-default,fa,sitemap-misc.xml,22.4,
