فایل,h1,طول_h1,عنوان,طول_عنوان,طول_توضیح,canonical,canonical_خودارجاع,hreflang,og,twitter,json_ld,لینک_ورودی,متن_یکتا,پرچم‌ها
blog/petrochemical-supply-chain/index.html,1,36,مدیریت زنجیره تامین تجهیزات پتروشیمی | پیشرو تجهیز فرتاک,56,81,https://pishtaj.ir/blog/petrochemical-supply-chain/,بله,2,7,4,Article|BreadcrumbList|ImageObject|ListItem|Organization,3,,
blog/piping-equipment-procurement/index.html,1,52,راهنمای تامین تجهیزات پایپینگ در پروژه‌های نفت و گاز,52,72,https://pishtaj.ir/blog/piping-equipment-procurement/,بله,2,7,4,Article|BreadcrumbList|ImageObject|ListItem|Organization,1,,
blog/pressure-transmitter-guide.html,1,80,راهنمای جامع ترانسمیتر فشار (Pressure Transmitter),50,143,https://pishtaj.ir/blog/pressure-transmitter-guide.html,بله,2,7,4,Article|BreadcrumbList|ImageObject|ListItem|Organization|WebPage,4,,
blog/pressure-vessels-asme.html,1,80,راهنمای جامع مخازن تحت فشار (Pressure Vessels),46,129,https://pishtaj.ir/blog/pressure-vessels-asme.html,بله,2,7,4,Article|BreadcrumbList|ImageObject|ListItem|Organization|WebPage,2,,
blog/pumps-procurement-guide/index.html,1,36,راهنمای تامین پمپ صنعتی و قطعات یدکی | پیشرو تجهیز فرتاک,56,71,https://pishtaj.ir/blog/pumps-procurement-guide/,بله,2,7,4,Article|BreadcrumbList|ImageObject|ListItem|Organization,2,,
blog/rfq-industrial-equipment/index.html,1,31,راهنمای ارسال RFQ تجهیزات صنعتی | پیشرو تجهیز فرتاک,51,89,https://pishtaj.ir/blog/rfq-industrial-equipment/,بله,2,7,4,Article|BreadcrumbList|ImageObject|ListItem|Organization,9,,
blog/rfq-procurement-guide.html,1,91,راهنمای کامل استعلام بهاء (RFQ) در صنایع نفت، گاز و پتروشیمی,60,93,https://pishtaj.ir/blog/rfq-procurement-guide.html,بله,2,7,4,Article|BreadcrumbList|ImageObject|ListItem|Organization|WebPage,2,,
blog/seamless-pipe-guide.html,1,81,راهنمای کامل لوله مانیسمان (بدون درز) | پیشرو تجهیز فرتاک,57,104,https://pishtaj.ir/blog/seamless-pipe-guide.html,بله,2,7,4,Article|BreadcrumbList|ImageObject|ListItem|Organization|WebPage,3,,
brands/abb-industrial.html,1,25,تامین و سورسینگ ABB صنعتی | پیشرو تجهیز فرتاک,45,132,https://pishtaj.ir/brands/abb-industrial.html,بله,2,5,4,Brand|BreadcrumbList|ListItem|WebPage,1,,
brands/atlas-copco-compressed-air.html,1,38,تامین و سورسینگ اطلس کوپکو Atlas Copco | پیشرو تجهیز فرتاک,58,155,https://pishtaj.ir/brands/atlas-copco-compressed-air.html,بله,2,5,4,Brand|BreadcrumbList|ListItem|WebPage,1,,
brands/eaton-crouse-hinds.html,1,55,تامین تجهیزات Eaton Crouse-Hinds | پیشرو تجهیز فرتاک,52,144,https://pishtaj.ir/brands/eaton-crouse-hinds.html,بله,2,5,4,Brand|BreadcrumbList|ListItem|WebPage,1,,
brands/emerson-rosemount.html,1,50,سورسینگ و تامین روزمونت / امرسون؛ نمایندگی و اصالت | پیشرو تجهیز,64,141,https://pishtaj.ir/brands/emerson-rosemount.html,بله,2,5,4,Answer|Brand|BreadcrumbList|FAQPage|ListItem|Question|WebPage,3,,
brands/endress-hauser.html,1,42,تامین و سورسینگ اندرس هاوزر Endress+Hauser | پیشرو تجهیز فرتاک,62,140,https://pishtaj.ir/brands/endress-hauser.html,بله,2,5,4,Brand|BreadcrumbList|ListItem|WebPage,1,,
brands/fisher-samson-control-valves.html,1,41,تامین و سورسینگ کنترل ولو Fisher و SAMSON | پیشرو تجهیز فرتاک,61,144,https://pishtaj.ir/brands/fisher-samson-control-valves.html,بله,2,5,4,Brand|BreadcrumbList|ListItem|WebPage,1,,
brands/flexitallic-gaskets.html,1,38,تامین و سورسینگ فلکسیتالیک Flexitallic | پیشرو تجهیز فرتاک,58,156,https://pishtaj.ir/brands/flexitallic-gaskets.html,بله,2,5,4,Brand|BreadcrumbList|ListItem|WebPage,1,,
brands/galperti-flanges.html,1,32,تامین و سورسینگ گالپرتی Galperti | پیشرو تجهیز فرتاک,52,149,https://pishtaj.ir/brands/galperti-flanges.html,بله,2,5,4,Brand|BreadcrumbList|ListItem|WebPage,1,,
brands/grundfos-pumps.html,1,33,تامین و سورسینگ گراندفوس Grundfos | پیشرو تجهیز فرتاک,53,140,https://pishtaj.ir/brands/grundfos-pumps.html,بله,2,5,4,Brand|BreadcrumbList|ListItem|WebPage,1,,
brands/index.html,1,34,جستجوی برندهای قابل سورسینگ تجهیزات صنعتی | پیشرو تجهیز فرتاک,61,138,https://pishtaj.ir/brands/,بله,2,7,4,BreadcrumbList|CollectionPage|ItemList|ListItem,23,,
brands/kitz-valves.html,1,28,تامین و سورسینگ شیرآلات KITZ | پیشرو تجهیز فرتاک,48,158,https://pishtaj.ir/brands/kitz-valves.html,بله,2,5,4,Brand|BreadcrumbList|ListItem|WebPage,1,,
brands/krohne-instrumentation.html,1,28,تامین و سورسینگ کرونه KROHNE | پیشرو تجهیز فرتاک,48,139,https://pishtaj.ir/brands/krohne-instrumentation.html,بله,2,5,4,Brand|BreadcrumbList|ListItem|WebPage,1,,
brands/omron-automation.html,1,38,تامین و سورسینگ امرون Omron Automation | پیشرو تجهیز فرتاک,58,155,https://pishtaj.ir/brands/omron-automation.html,بله,2,5,4,Brand|BreadcrumbList|ListItem|WebPage,1,,
brands/phoenix-contact.html,1,45,تامین و سورسینگ فونیکس کنتاکت Phoenix Contact | پیشرو تجهیز فرتاک,65,155,https://pishtaj.ir/brands/phoenix-contact.html,بله,2,5,4,Brand|BreadcrumbList|ListItem|WebPage,1,,
brands/schneider-electric.html,1,50,تامین و سورسینگ اشنایدر الکتریک Schneider Electric | پیشرو تجهیز,64,163,https://pishtaj.ir/brands/schneider-electric.html,بله,2,5,4,Brand|BreadcrumbList|ListItem|WebPage,1,,
brands/siemens-industrial.html,1,27,تامین و سورسینگ زیمنس صنعتی | پیشرو تجهیز فرتاک,47,135,https://pishtaj.ir/brands/siemens-industrial.html,بله,2,5,4,Brand|BreadcrumbList|ListItem|WebPage,1,,
brands/spirax-sarco-steam.html,1,42,تامین و سورسینگ اسپیرکس سارکو Spirax Sarco | پیشرو تجهیز فرتاک,62,143,https://pishtaj.ir/brands/spirax-sarco-steam.html,بله,2,5,4,Brand|BreadcrumbList|ListItem|WebPage,1,,
brands/tenaris-pipes.html,1,30,تامین و سورسینگ تناریس Tenaris | پیشرو تجهیز فرتاک,50,155,https://pishtaj.ir/brands/tenaris-pipes.html,بله,2,5,4,Brand|BreadcrumbList|ListItem|WebPage,1,,
brands/vallourec-pipes.html,1,32,تامین و سورسینگ والورک Vallourec | پیشرو تجهیز فرتاک,52,137,https://pishtaj.ir/brands/vallourec-pipes.html,بله,2,5,4,Brand|BreadcrumbList|ListItem|WebPage,1,,
brands/wika-instrumentation.html,1,25,تامین و سورسینگ ویکا WIKA | پیشرو تجهیز فرتاک,45,148,https://pishtaj.ir/brands/wika-instrumentation.html,بله,2,5,4,Brand|BreadcrumbList|ListItem|WebPage,1,,
brands/yokogawa-industrial.html,1,33,تامین و سورسینگ یوکوگاوا Yokogawa | پیشرو تجهیز فرتاک,53,143,https://pishtaj.ir/brands/yokogawa-industrial.html,بله,2,5,4,Brand|BreadcrumbList|ListItem|WebPage,1,,
careers/index.html,1,31,استخدام و فرصت‌های شغلی | پیشرو تجهیز فرتاک,43,78,https://pishtaj.ir/careers/,بله,2,7,4,BreadcrumbList|ListItem,0,,
catalog/index.html,1,53,مرکز دانلود کاتالوگ و مستندات فنی | پیشرو تجهیز فرتاک,53,102,https://pishtaj.ir/catalog/,بله,2,8,4,BreadcrumbList|ListItem|OfferCatalog|PostalAddress|QuantitativeValue,561,,
comparisons/a106-vs-a333-pipe.html,1,59,مقایسه لوله ASTM A106 و A333 | تفاوت کاربرد، تست ضربه و دما,59,133,https://pishtaj.ir/comparisons/a106-vs-a333-pipe.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,20,,
comparisons/ball-vs-butterfly-valve.html,1,67,مقایسه شیر توپی (Ball) و پروانه‌ای (Butterfly),46,120,https://pishtaj.ir/comparisons/ball-vs-butterfly-valve.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,13,,
comparisons/gate-vs-globe-valve.html,1,67,مقایسه شیر دروازه‌ای (Gate) و کروی (Globe),42,131,https://pishtaj.ir/comparisons/gate-vs-globe-valve.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,17,,
comparisons/index.html,1,33,مرجع مقایسه‌های فنی تجهیزات صنعتی | پیشرو تجهیز فرتاک,53,123,https://pishtaj.ir/comparisons/,بله,0,7,4,BreadcrumbList|CollectionPage|ListItem,25,,
comparisons/magmeter-vs-coriolis-flowmeter.html,1,70,مقایسه فلومتر مغناطیسی (Magmeter) و کوریولیس (Coriolis),55,137,https://pishtaj.ir/comparisons/magmeter-vs-coriolis-flowmeter.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,4,,
comparisons/nace-mr0175-vs-mr0103.html,1,61,مقایسه NACE MR0175 و MR0103 | سرویس ترش بالادستی و پایین‌دستی,61,142,https://pishtaj.ir/comparisons/nace-mr0175-vs-mr0103.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,12,,
comparisons/rosemount-vs-yokogawa-transmitter.html,1,61,مقایسه ترانسمیتر Rosemount و Yokogawa | دقت، اکوسیستم و سرویس,61,128,https://pishtaj.ir/comparisons/rosemount-vs-yokogawa-transmitter.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,12,,
comparisons/seamless-vs-erw-pipe.html,1,65,مقایسه لوله مانیسمان (Seamless) و درزدار (ERW) | استحکام و کاربرد,65,120,https://pishtaj.ir/comparisons/seamless-vs-erw-pipe.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,10,,
comparisons/vcb-vs-acb-switchgear.html,1,59,مقایسه کلید VCB (وکیوم) و ACB (هوایی) | ولتاژ، کاربرد و عمر,59,129,https://pishtaj.ir/comparisons/vcb-vs-acb-switchgear.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,9,,
comparisons/vfd-vs-soft-starter.html,1,66,مقایسه VFD و Soft Starter برای موتور الکتریکی,45,132,https://pishtaj.ir/comparisons/vfd-vs-soft-starter.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,9,,
comparisons/wn-vs-so-flange.html,1,62,مقایسه فلنج Weld Neck (WN) و Slip On (SO) | فشار، جوش و کاربرد,62,110,https://pishtaj.ir/comparisons/wn-vs-so-flange.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,11,,
index.html,1,83,تامین تجهیزات صنعتی نفت، گاز و پتروشیمی | پیشرو تجهیز فرتاک,59,138,https://pishtaj.ir/,بله,3,8,4,Answer|BreadcrumbList|ContactPoint|EducationalOccupationalCredential|FAQPage|ListItem|Offer|OfferCatalog|OpeningHoursSpecification|Organization|PostalAddress|QuantitativeValue|Question|SearchAction|Service|WebSite,651,,
industries/cement/index.html,1,33,تامین تجهیزات کارخانه سیمان | Kiln، Cooler، Mill، Cyclone، فیلتر,64,118,https://pishtaj.ir/industries/cement/,بله,2,8,4,Answer|Audience|BreadcrumbList|FAQPage|ListItem|Question|Service,11,,
industries/index.html,1,56,صنایع هدف | تامین تجهیزات نفت، گاز، پتروشیمی، فولاد، نیروگاه,60,141,https://pishtaj.ir/industries/,بله,2,7,4,BreadcrumbList|CollectionPage|ItemList|ListItem,577,,
industries/oil-gas/index.html,1,62,تامین تجهیزات نفت و گاز برای پروژه‌های EPC | پیشرو تجهیز فرتاک,62,149,https://pishtaj.ir/industries/oil-gas/,بله,2,8,4,Answer|Audience|BreadcrumbList|FAQPage|ListItem|Question|Service,22,,
industries/petrochemical/index.html,1,70,تجهیزات صنعت پتروشیمی؛ راهنمای تامین واحدهای الفین و آروماتیک,61,149,https://pishtaj.ir/industries/petrochemical/,بله,2,8,4,Answer|Audience|BreadcrumbList|FAQPage|ListItem|Question|Service,259,,
industries/power-plant/index.html,1,53,تامین تجهیزات نیروگاهی | گازی، سیکل ترکیبی، حرارتی، تجدیدپذیر,61,120,https://pishtaj.ir/industries/power-plant/,بله,2,8,4,Answer|Audience|BreadcrumbList|FAQPage|ListItem|Question|Service,22,,
industries/steel/index.html,1,32,تامین تجهیزات صنعت فولاد | کوره، نورد، فولادسازی، Utility,57,148,https://pishtaj.ir/industries/steel/,بله,2,8,4,Answer|Audience|BreadcrumbList|FAQPage|ListItem|Question|Service,20,,canonical مشترک با 2 صفحه
industries/water/index.html,1,51,تامین تجهیزات صنعت آب و فاضلاب | تصفیه‌خانه، RO، پمپ، MBR، Dosing,65,157,https://pishtaj.ir/industries/water/,بله,2,8,4,Answer|Audience|BreadcrumbList|FAQPage|ListItem|Question|Service,11,,
knowledge-center/3-way-valve-l-port-t-port.html,1,43,شیر سه‌راهه L-Port و T-Port؛ تفاوت و کاربرد,43,133,https://pishtaj.ir/knowledge-center/3-way-valve-l-port-t-port.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,2,3847,
knowledge-center/a106-api-5l.html,1,43,مقایسه لوله A106 و API 5L | پیشرو تجهیز فرتاک,45,139,https://pishtaj.ir/knowledge-center/a106-api-5l.html,بله,2,7,4,Answer|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,11,320,متنِ یکتا 320
knowledge-center/a106-gr-b-a333-gr-6.html,1,33,مقایسه لوله A106 Gr.B و A333 Gr.6 | پیشرو تجهیز فرتاک,53,129,https://pishtaj.ir/knowledge-center/a106-gr-b-a333-gr-6.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,5,158,متنِ یکتا 158
knowledge-center/a106-gr-b.html,1,47,راهنمای کامل لوله A106 Gr.B؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,62,143,https://pishtaj.ir/knowledge-center/kc-astm-a106-gr.html,خیر,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,6,437,canonical به مقصدِ ادغام (انتظار می‌رود) · canonical مشترک با 3 صفحه
knowledge-center/a106-pipe-procurement-guide.html,1,47,راهنمای خرید و قیمت لوله A106 Gr.B | پیشرو تجهیز فرتاک,54,134,https://pishtaj.ir/knowledge-center/kc-astm-a106-gr.html,خیر,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,4,635,canonical به مقصدِ ادغام (انتظار می‌رود) · canonical مشترک با 3 صفحه
knowledge-center/a333-gr-6.html,1,43,لوله A333 Gr.6؛ مشخصات لوله کربن استیل دمای پایین (LTCS),56,145,https://pishtaj.ir/knowledge-center/a333-gr-6.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,7,2267,
knowledge-center/a53-gr-b.html,1,37,راهنمای خرید لوله A53 Gr.B | پیشرو تجهیز فرتاک,46,133,https://pishtaj.ir/knowledge-center/a53-pipe-specifications.html,خیر,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,5,97,canonical به مقصدِ ادغام (انتظار می‌رود) · canonical مشترک با 3 صفحه · متنِ یکتا 97
knowledge-center/a53-pipe-specifications.html,1,47,لوله ASTM A53 Gr.B؛ مشخصات فنی، انواع F/E/S و کاربردها,54,135,https://pishtaj.ir/knowledge-center/a53-pipe-specifications.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question,5,2199,canonical مشترک با 3 صفحه
knowledge-center/acb-circuit-breaker-guide.html,1,69,راهنمای کلید هوایی ACB (Air Circuit Breaker) | پیشرو تجهیز فرتاک,64,127,https://pishtaj.ir/knowledge-center/acb-circuit-breaker-guide.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,4,827,
knowledge-center/angle-valve.html,1,34,راهنمای شیر زاویه‌ای (Angle Valve) | پیشرو تجهیز فرتاک,54,130,https://pishtaj.ir/knowledge-center/angle-valve.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,16,77,متنِ یکتا 77
knowledge-center/ansi-ieee-c37.html,1,26,رله حفاظتی | پیشرو تجهیز فرتاک,30,122,https://pishtaj.ir/knowledge-center/ansi-ieee-c37.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,2,88,متنِ یکتا 88
knowledge-center/api-5l-pipe-guide.html,1,56,مشخصات فنی لوله API 5L | پیشرو تجهیز فرتاک,42,130,https://pishtaj.ir/knowledge-center/api-5l-pipe-guide.html,بله,2,7,4,Answer|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,12,796,
knowledge-center/api-5l-psl2-psl1.html,1,46,لوله API 5L PSL2 | پیشرو تجهیز فرتاک,36,142,https://pishtaj.ir/knowledge-center/kc-api-5l-psl1-psl2.html,خیر,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,4,314,canonical به مقصدِ ادغام (انتظار می‌رود) · canonical مشترک با 2 صفحه · متنِ یکتا 314
knowledge-center/api-5l-x42.html,1,28,لوله API 5L X42؛ مشخصات فنی، کاربرد و نکات خرید,47,139,https://pishtaj.ir/knowledge-center/api-5l-x42.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,9,3015,
knowledge-center/api-5l-x52-x60-x65.html,1,34,مقایسه لوله API 5L X52 و X60 و X65 | پیشرو تجهیز فرتاک,54,130,https://pishtaj.ir/knowledge-center/api-5l-x52-x60-x65.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,5,110,متنِ یکتا 110
knowledge-center/api-5l-x52.html,1,34,لوله API 5L X52؛ مشخصات فنی، کاربرد و نکات خرید,47,135,https://pishtaj.ir/knowledge-center/api-5l-x52.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question,5,3073,
knowledge-center/api-5l-x65.html,1,33,لوله API 5L X65؛ مشخصات فنی، کاربرد و نکات خرید,47,137,https://pishtaj.ir/knowledge-center/api-5l-x65.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,4,3181,
knowledge-center/api-5l-x70.html,1,50,لوله API 5L X70؛ مشخصات فنی، کاربرد و نکات خرید,47,134,https://pishtaj.ir/knowledge-center/api-5l-x70.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,3,2924,
knowledge-center/api-600-gate-valve-standard.html,1,53,استاندارد API 600 | پیشرو تجهیز فرتاک,37,117,https://pishtaj.ir/knowledge-center/api-600-gate-valve-standard.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,8,767,canonical مشترک با 2 صفحه
knowledge-center/api-600.html,1,43,راهنمای شیر دروازه‌ای API 600 | پیشرو تجهیز فرتاک,49,139,https://pishtaj.ir/knowledge-center/api-600-gate-valve-standard.html,خیر,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,3,101,canonical به مقصدِ ادغام (انتظار می‌رود) · canonical مشترک با 2 صفحه · متنِ یکتا 101
knowledge-center/api-602-small-gate-valve.html,1,43,استاندارد API 602 | پیشرو تجهیز فرتاک,37,147,https://pishtaj.ir/knowledge-center/api-602-small-gate-valve.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question,4,619,
knowledge-center/api-610.html,1,32,استاندارد API 610 پمپ‌های سانتریفیوژ | پیشرو تجهیز فرتاک,56,128,https://pishtaj.ir/knowledge-center/kc-api-610.html,خیر,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,1,298,canonical به مقصدِ ادغام (انتظار می‌رود) · canonical مشترک با 2 صفحه · متنِ یکتا 298
knowledge-center/api-617.html,1,28,استاندارد API 617 کمپرسورهای محوری | پیشرو تجهیز فرتاک,54,124,https://pishtaj.ir/knowledge-center/kc-api-617.html,خیر,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,1,79,canonical به مقصدِ ادغام (انتظار می‌رود) · canonical مشترک با 2 صفحه · متنِ یکتا 79
knowledge-center/api-6d-ball-valve-standard.html,1,48,استاندارد API 6D | پیشرو تجهیز فرتاک,36,121,https://pishtaj.ir/knowledge-center/api-6d-ball-valve-standard.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,5,742,canonical مشترک با 2 صفحه
knowledge-center/article-001.html,1,44,تست هیدرواستاتیک لوله | پیشرو تجهیز فرتاک,41,140,https://pishtaj.ir/knowledge-center/article-001.html,بله,2,7,4,Answer|Article|BreadcrumbList|FAQPage|ImageObject|ListItem|Organization|Question|WebPage,24,94,متنِ یکتا 94
