file,url,folder,title,title_len,desc,desc_len,canonical,robots,h1,h1_count,h2_count,words,images,img_no_alt,internal_links,schema,hreflang,lang,sitemap,size_kb,issues
blog/boiler-steam-equipment/index.html,https://pishtaj.ir/blog/boiler-steam-equipment/index.html,blog,راهنمای بویلر و تجهیزات بخار صنعتی | پیشرو تجهیز فرتاک,54,معرفی اقلام مهم سیستم بخار شامل بویلر، مشعل، تله بخار، شیرآلات بخار و نکات خرید برای پروژه‌های صنعتی و نیروگاهی.,112,https://pishtaj.ir/blog/boiler-steam-equipment/,"index, follow, max-image-preview:large",تامین بویلر و تجهیزات بخار صنعتی,1,2,1310,2,0,35,BreadcrumbList|Article,fa-IR|x-default,fa,sitemap-blog.xml,29.7,
blog/compressors-air-systems/index.html,https://pishtaj.ir/blog/compressors-air-systems/index.html,blog,نکات تامین کمپرسور صنعتی و تجهیزات هوای فشرده | پیشرو تجهیز فرتاک,65,راهنمای اطلاعات لازم برای استعلام کمپرسور اسکرو، رفت و برگشتی، درایر و فیلتر.,77,https://pishtaj.ir/blog/compressors-air-systems/,"index, follow, max-image-preview:large",نکات تامین کمپرسور صنعتی و تجهیزات هوای فشرده,1,2,1010,2,0,37,BreadcrumbList|Article,fa-IR|x-default,fa,sitemap-blog.xml,28.1,
blog/electrical-equipment-epc/index.html,https://pishtaj.ir/blog/electrical-equipment-epc/index.html,blog,تامین تجهیزات برق صنعتی برای پروژه‌های EPC | پیشرو تجهیز فرتاک,62,نکات مهم در خرید تجهیزات برق، اتوماسیون، حفاظت، کابل و متعلقات پروژه‌ای.,72,https://pishtaj.ir/blog/electrical-equipment-epc/,"index, follow, max-image-preview:large",تامین تجهیزات برق صنعتی برای پروژه‌های EPC,1,2,952,2,0,37,BreadcrumbList|Article,fa-IR|x-default,fa,sitemap-blog.xml,26.1,
blog/electrical-switchgear-guide.html,https://pishtaj.ir/blog/electrical-switchgear-guide.html,blog,راهنمای تجهیزات برق صنعتی و سوئیچگیر | پیشرو تجهیز فرتاک,56,مقاله تخصصی تجهیزات برق صنعتی: تابلوهای LV/MV، کلید هوایی ACB، کامپکت MCCB، رله حفاظتی و PLC مطابق IEC 61439.,109,https://pishtaj.ir/blog/electrical-switchgear-guide.html,"index, follow",راهنمای تجهیزات برق صنعتی و سوئیچگیر — تابلوهای توزیع، حفاظت و اتوماسیون,1,3,1337,2,0,34,BreadcrumbList|Article,fa-IR|x-default,fa,sitemap-blog.xml,30.0,
blog/flange-types-guide.html,https://pishtaj.ir/blog/flange-types-guide.html,blog,راهنمای جامع انواع فلنج صنعتی | پیشرو تجهیز فرتاک,49,راهنمای کامل خرید فلنج صنعتی: انواع فلنج گلودار (WN)، اسلیپ‌آن (SO)، کور (Blind)، Socket Weld مطابق ASME B16.5.,111,https://pishtaj.ir/blog/flange-types-guide.html,"index, follow",راهنمای جامع انواع فلنج صنعتی — تفاوت فلنج گلودار (WN)، اسلیپ‌آن (SO)، کور (Blind) و Socket Weld,1,6,1428,2,0,35,BreadcrumbList|Article,fa-IR|x-default,fa,sitemap-blog.xml,30.7,
blog/flanges-fittings-gaskets/index.html,https://pishtaj.ir/blog/flanges-fittings-gaskets/index.html,blog,نکات مهم خرید فلنج، فیتینگ و گسکت صنعتی | پیشرو تجهیز فرتاک,59,راهنمای آماده‌سازی مشخصات فلنج، فیتینگ و گسکت برای استعلام دقیق، انتخاب استاندارد و کاهش خطای خرید پروژه‌ای.,108,https://pishtaj.ir/blog/flanges-fittings-gaskets/,"index, follow, max-image-preview:large",نکات مهم خرید فلنج، فیتینگ و گسکت صنعتی,1,2,922,2,0,36,BreadcrumbList|Article,fa-IR|x-default,fa,sitemap-blog.xml,25.2,
blog/gas-detection.html,https://pishtaj.ir/blog/gas-detection.html,blog,راهنمای جامع سیستم‌های تشخیص گاز صنعتی (Gas Detection),54,"مقاله کامل سنسورهای تشخیص گاز قابل اشتعال (LEL) و سمی (H2S, CO, O2). استاندارد SIL, NFPA 72 و API RP 505 برای طراحی سیستم اعلام گاز.",132,https://pishtaj.ir/blog/gas-detection.html,"index, follow",راهنمای جامع سیستم‌های تشخیص گاز صنعتی (Gas Detection) — انواع سنسورها و استانداردهای ایمنی,1,6,1555,2,0,32,Article|BreadcrumbList,fa-IR|x-default,fa,sitemap-blog.xml,30.8,
blog/index.html,https://pishtaj.ir/blog/index.html,blog,وبلاگ و مرکز مقالات تخصصی تجهیزات صنعتی | پیشرو تجهیز فرتاک,59,جامع‌ترین مرجع مقالات تخصصی تجهیزات صنعتی ایران — بیش از ۱۸۰ مقاله در زمینه پایپینگ، شیرآلات، ابزار دقیق، برق صنعتی، استانداردها و راهنماهای خرید,145,https://pishtaj.ir/blog/,"index, follow",📖 وبلاگ و مقالات تخصصی تجهیزات صنعتی,1,2,369,3,0,35,BreadcrumbList|Blog|Organization,fa-IR|x-default,fa,sitemap-blog.xml,25.1,
blog/industrial-valves-complete-guide.html,https://pishtaj.ir/blog/industrial-valves-complete-guide.html,blog,راهنمای کامل شیرآلات صنعتی (Industrial Valves),46,"مقاله جامع انواع شیرآلات صنعتی: Gate Valve, Globe Valve, Ball Valve, Check Valve. استانداردهای API 600، API 602، API 6D.",120,https://pishtaj.ir/blog/industrial-valves-complete-guide.html,"index, follow",راهنمای کامل شیرآلات صنعتی (Industrial Valves) — انواع، کاربردها و استانداردها,1,3,1347,2,0,34,BreadcrumbList|Article,fa-IR|x-default,fa,sitemap-blog.xml,28.8,
blog/industrial-valves-selection/index.html,https://pishtaj.ir/blog/industrial-valves-selection/index.html,blog,راهنمای انتخاب ولو صنعتی برای سرویس‌های فرایندی,47,آشنایی با Ball Valve، Gate Valve، Globe Valve و Check Valve و معیارهای انتخاب آن‌ها.,84,https://pishtaj.ir/blog/industrial-valves-selection/,"index, follow, max-image-preview:large",راهنمای انتخاب ولو صنعتی برای سرویس‌های فرایندی,1,2,957,2,0,36,BreadcrumbList|Article,fa-IR|x-default,fa,sitemap-blog.xml,25.4,
blog/instrumentation-checklist/index.html,https://pishtaj.ir/blog/instrumentation-checklist/index.html,blog,چک‌لیست خرید تجهیزات ابزار دقیق | پیشرو تجهیز فرتاک,51,اطلاعات لازم برای استعلام ترانسمیتر، سنسور، گیج، فلو، لول و تجهیزات کنترلی.,75,https://pishtaj.ir/blog/instrumentation-checklist/,"index, follow, max-image-preview:large",چک‌لیست خرید تجهیزات ابزار دقیق,1,2,884,2,0,37,BreadcrumbList|Article,fa-IR|x-default,fa,sitemap-blog.xml,25.4,
blog/mtc-tpi-inspection-guide.html,https://pishtaj.ir/blog/mtc-tpi-inspection-guide.html,blog,راهنمای گواهی MTC و بازرسی TPI | پیشرو تجهیز فرتاک,50,مقاله کامل آموزشی گواهی MTC (EN 10204 3.1/3.2)، بازرسی TPI، تست‌های NDT و هیدرواستاتیک در تامین تجهیزات نفت و گاز.,114,https://pishtaj.ir/blog/mtc-tpi-inspection-guide.html,"index, follow",راهنمای گواهی MTC، بازرسی TPI و مستندات فنی در تامین تجهیزات صنعتی,1,4,1264,2,0,31,BreadcrumbList|Article,fa-IR|x-default,fa,sitemap-blog.xml,27.9,
blog/petrochemical-supply-chain/index.html,https://pishtaj.ir/blog/petrochemical-supply-chain/index.html,blog,مدیریت زنجیره تامین تجهیزات پتروشیمی | پیشرو تجهیز فرتاک,56,چگونه تامین‌کننده چابک می‌تواند ریسک خرید تجهیزات پروژه‌های پتروشیمی را کاهش دهد.,81,https://pishtaj.ir/blog/petrochemical-supply-chain/,"index, follow, max-image-preview:large",مدیریت زنجیره تامین تجهیزات پتروشیمی,1,2,892,2,0,36,BreadcrumbList|Article,fa-IR|x-default,fa,sitemap-blog.xml,25.7,
blog/piping-equipment-procurement/index.html,https://pishtaj.ir/blog/piping-equipment-procurement/index.html,blog,راهنمای تامین تجهیزات پایپینگ در پروژه‌های نفت و گاز,52,نکات کلیدی در تامین لوله، فلنج، فیتینگ، ولو و گسکت برای پروژه‌های صنعتی.,72,https://pishtaj.ir/blog/piping-equipment-procurement/,"index, follow, max-image-preview:large",راهنمای تامین تجهیزات پایپینگ در پروژه‌های نفت و گاز,1,2,902,2,0,37,BreadcrumbList|Article,fa-IR|x-default,fa,sitemap-blog.xml,25.2,
blog/pressure-transmitter-guide.html,https://pishtaj.ir/blog/pressure-transmitter-guide.html,blog,راهنمای جامع ترانسمیتر فشار (Pressure Transmitter),50,مقاله کامل آموزشی انواع ترانسمیتر فشار صنعتی: گیج، اختلاف فشار (DPT)، مطلق. راهنمای انتخاب، کالیبراسیون، پروتکل HART و استانداردهای ATEX و SIL.,143,https://pishtaj.ir/blog/pressure-transmitter-guide.html,"index, follow",راهنمای جامع ترانسمیتر فشار (Pressure Transmitter) — انواع، انتخاب و استانداردها,1,4,1550,2,0,34,BreadcrumbList|Article,fa-IR|x-default,fa,sitemap-blog.xml,32.8,
blog/pressure-vessels-asme.html,https://pishtaj.ir/blog/pressure-vessels-asme.html,blog,راهنمای جامع مخازن تحت فشار (Pressure Vessels),46,مقاله کامل طراحی و ساخت مخازن تحت فشار بر اساس استاندارد ASME Section VIII Division 1. مواد ساخت، تست‌ها، بازرسی و گواهی U-Stamp.,129,https://pishtaj.ir/blog/pressure-vessels-asme.html,"index, follow",راهنمای جامع مخازن تحت فشار (Pressure Vessels) — طراحی، ساخت و استانداردهای ASME,1,8,1628,2,0,34,Article|BreadcrumbList,fa-IR|x-default,fa,sitemap-blog.xml,32.6,
blog/pumps-procurement-guide/index.html,https://pishtaj.ir/blog/pumps-procurement-guide/index.html,blog,راهنمای تامین پمپ صنعتی و قطعات یدکی | پیشرو تجهیز فرتاک,56,معیارهای فنی برای استعلام پمپ سانتریفیوژ، دوزینگ پمپ و پمپ‌های فرایندی.,71,https://pishtaj.ir/blog/pumps-procurement-guide/,"index, follow, max-image-preview:large",راهنمای تامین پمپ صنعتی و قطعات یدکی,1,2,874,2,0,35,BreadcrumbList|Article,fa-IR|x-default,fa,sitemap-blog.xml,24.8,
blog/rfq-industrial-equipment/index.html,https://pishtaj.ir/blog/rfq-industrial-equipment/index.html,blog,راهنمای ارسال RFQ تجهیزات صنعتی | پیشرو تجهیز فرتاک,51,چک‌لیست اطلاعات لازم برای ارسال درخواست استعلام تجهیزات صنعتی، پایپینگ، برق و ابزار دقیق.,89,https://pishtaj.ir/blog/rfq-industrial-equipment/,"index, follow, max-image-preview:large",راهنمای ارسال RFQ تجهیزات صنعتی,1,2,827,2,0,33,BreadcrumbList|Article,fa-IR|x-default,fa,sitemap-blog.xml,24.3,
blog/rfq-procurement-guide.html,https://pishtaj.ir/blog/rfq-procurement-guide.html,blog,راهنمای کامل استعلام بهاء (RFQ) در صنایع نفت، گاز و پتروشیمی,60,آموزش کامل فرآیند RFQ در پروژه‌های صنعتی: وندورلیست، MTO، گواهی MTC، بازرسی TPI و نکات طلایی.,93,https://pishtaj.ir/blog/rfq-procurement-guide.html,"index, follow",راهنمای کامل استعلام بهاء (RFQ) در صنایع نفت، گاز و پتروشیمی — فرآیند، نکات کلیدی و مستندات,1,4,1334,2,0,32,BreadcrumbList|Article,fa-IR|x-default,fa,sitemap-blog.xml,28.6,
blog/seamless-pipe-guide.html,https://pishtaj.ir/blog/seamless-pipe-guide.html,blog,راهنمای کامل لوله مانیسمان (بدون درز) | پیشرو تجهیز فرتاک,57,مقاله جامع لوله مانیسمان بدون درز: استانداردهای A106، A333، API 5L، فرآیند تولید، مشخصات فنی و کاربردها.,104,https://pishtaj.ir/blog/seamless-pipe-guide.html,"index, follow",راهنمای کامل لوله مانیسمان (بدون درز) — استانداردها، مشخصات فنی و کاربردهای صنعتی,1,4,1312,2,0,35,BreadcrumbList|Article,fa-IR|x-default,fa,sitemap-blog.xml,30.0,
brands/abb-industrial.html,https://pishtaj.ir/brands/abb-industrial.html,brands,تامین و سورسینگ ABB صنعتی | پیشرو تجهیز فرتاک,45,راهنمای سورسینگ تجهیزات ABB صنعتی؛ Switchgear، Circuit Breaker، Drive، Motor، Instrumentation و Automation بدون ادعای نمایندگی رسمی؛ بررسی قیمت و تامین از شبکه جهانی.,166,https://pishtaj.ir/brands/abb-industrial.html,"index, follow",تامین و سورسینگ ABB صنعتی,1,17,1886,1,0,18,BreadcrumbList|WebPage,fa-IR|x-default,fa,sitemap-misc.xml,22.0,desc-long
brands/atlas-copco-compressed-air.html,https://pishtaj.ir/brands/atlas-copco-compressed-air.html,brands,تامین و سورسینگ اطلس کوپکو Atlas Copco | پیشرو تجهیز فرتاک,58,راهنمای سورسینگ تجهیزات Atlas Copco شامل کمپرسور اسکرو، Dryer، Filter و Instrument Air Package؛ بدون ادعای نمایندگی رسمی؛ بررسی قیمت و تامین از شبکه جهانی.,155,https://pishtaj.ir/brands/atlas-copco-compressed-air.html,"index, follow",تامین و سورسینگ اطلس کوپکو Atlas Copco,1,11,1831,1,0,12,WebPage|BreadcrumbList,fa-IR|x-default,fa,sitemap-misc.xml,21.4,
brands/eaton-crouse-hinds.html,https://pishtaj.ir/brands/eaton-crouse-hinds.html,brands,تامین تجهیزات Eaton Crouse-Hinds | پیشرو تجهیز فرتاک,52,راهنمای سورسینگ تجهیزات Eaton و Crouse-Hinds شامل Breaker، UPS، گلند، Ex Lighting، Enclosure و تجهیزات Hazardous Area؛ بدون ادعای نمایندگی رسمی؛ بررسی قیمت و تامین از شبکه جهانی.,178,https://pishtaj.ir/brands/eaton-crouse-hinds.html,"index, follow",تامین و سورسینگ ایتون / کراوس-هایندز Eaton Crouse-Hinds,1,18,1901,1,0,17,WebPage|BreadcrumbList,fa-IR|x-default,fa,sitemap-misc.xml,21.4,desc-long
brands/emerson-rosemount.html,https://pishtaj.ir/brands/emerson-rosemount.html,brands,سورسینگ و تامین روزمونت / امرسون؛ نمایندگی و اصالت | پیشرو تجهیز فرتاک,70,راهنمای سورسینگ و تامین تجهیزات روزمونت / امرسون — ترانسمیتر فشار 3051، دما، سطح و فلومتر DP؛ بررسی نمایندگی، اصالت مدارک و کنترل Model Code؛ بدون ادعای نمایندگی رسمی؛ استعلام قیمت و تامین از شبکه جهانی.,203,https://pishtaj.ir/brands/emerson-rosemount.html,"index, follow",سورسینگ و تامین روزمونت / امرسون؛ نمایندگی و اصالت,1,11,1883,1,0,13,BreadcrumbList|WebPage|FAQPage,fa-IR|x-default,fa,sitemap-misc.xml,23.6,title-long|desc-long
brands/endress-hauser.html,https://pishtaj.ir/brands/endress-hauser.html,brands,تامین و سورسینگ اندرس هاوزر Endress+Hauser | پیشرو تجهیز فرتاک,62,راهنمای سورسینگ تجهیزات Endress+Hauser برای فشار، دبی، سطح، دما و آنالیز مایعات؛ بدون ادعای نمایندگی رسمی؛ بررسی قیمت و تامین از شبکه جهانی.,140,https://pishtaj.ir/brands/endress-hauser.html,"index, follow",تامین و سورسینگ اندرس هاوزر Endress+Hauser,1,12,1893,1,0,13,BreadcrumbList|WebPage,fa-IR|x-default,fa,sitemap-misc.xml,21.8,
brands/fisher-samson-control-valves.html,https://pishtaj.ir/brands/fisher-samson-control-valves.html,brands,تامین و سورسینگ کنترل ولو Fisher و SAMSON | پیشرو تجهیز فرتاک,61,راهنمای سورسینگ کنترل ولو، اکچویتور و پوزیشنر Fisher و SAMSON برای سرویس‌های فرایندی بدون ادعای نمایندگی رسمی؛ بررسی قیمت و تامین از شبکه جهانی.,144,https://pishtaj.ir/brands/fisher-samson-control-valves.html,"index, follow",تامین و سورسینگ کنترل ولو Fisher و SAMSON,1,12,1971,1,0,12,WebPage|BreadcrumbList,fa-IR|x-default,fa,sitemap-misc.xml,21.3,
brands/flexitallic-gaskets.html,https://pishtaj.ir/brands/flexitallic-gaskets.html,brands,تامین و سورسینگ فلکسیتالیک Flexitallic | پیشرو تجهیز فرتاک,58,راهنمای سورسینگ گسکت‌های Flexitallic مانند Spiral Wound، Flexpro Kammprofile، RTJ و Thermiculite بدون ادعای نمایندگی رسمی؛ بررسی قیمت و تامین از شبکه جهانی.,156,https://pishtaj.ir/brands/flexitallic-gaskets.html,"index, follow",تامین و سورسینگ فلکسیتالیک Flexitallic,1,11,1794,1,0,10,WebPage|BreadcrumbList,fa-IR|x-default,fa,sitemap-misc.xml,21.6,
brands/galperti-flanges.html,https://pishtaj.ir/brands/galperti-flanges.html,brands,تامین و سورسینگ گالپرتی Galperti | پیشرو تجهیز فرتاک,52,راهنمای سورسینگ فلنج و فورج Galperti شامل ASME B16.5، B16.47، Orifice Flange و API/NORSOK بدون ادعای نمایندگی رسمی؛ بررسی قیمت و تامین از شبکه جهانی.,149,https://pishtaj.ir/brands/galperti-flanges.html,"index, follow",تامین و سورسینگ گالپرتی Galperti,1,11,1762,1,0,10,WebPage|BreadcrumbList,fa-IR|x-default,fa,sitemap-misc.xml,21.2,
brands/grundfos-pumps.html,https://pishtaj.ir/brands/grundfos-pumps.html,brands,تامین و سورسینگ گراندفوس Grundfos | پیشرو تجهیز فرتاک,53,راهنمای سورسینگ پمپ‌های Grundfos مانند CR/CRE، بوستر، دوزینگ و پمپ‌های صنعتی آب؛ بدون ادعای نمایندگی رسمی؛ بررسی قیمت و تامین از شبکه جهانی.,140,https://pishtaj.ir/brands/grundfos-pumps.html,"index, follow",تامین و سورسینگ گراندفوس Grundfos,1,20,1899,1,0,17,WebPage|BreadcrumbList,fa-IR|x-default,fa,sitemap-misc.xml,21.5,
brands/index.html,https://pishtaj.ir/brands/index.html,brands,جستجوی برندهای قابل سورسینگ تجهیزات صنعتی | پیشرو تجهیز فرتاک,61,هاب قابل جستجو برای برندهای قابل سورسینگ تجهیزات صنعتی؛ بدون ادعای نمایندگی رسمی و با تمرکز بر Part Number، وندورلیست و مدارک قابل ردیابی.,138,https://pishtaj.ir/brands/,"index, follow",برندهای قابل سورسینگ تجهیزات صنعتی,1,0,567,1,0,24,CollectionPage|ItemList|BreadcrumbList,fa-IR|x-default,fa,sitemap-misc.xml,21.9,
brands/kitz-valves.html,https://pishtaj.ir/brands/kitz-valves.html,brands,تامین و سورسینگ شیرآلات KITZ | پیشرو تجهیز فرتاک,48,راهنمای سورسینگ شیرآلات KITZ شامل Ball، Gate، Globe، Check و Butterfly Valve برای سرویس‌های صنعتی، بدون ادعای نمایندگی رسمی؛ بررسی قیمت و تامین از شبکه جهانی.,158,https://pishtaj.ir/brands/kitz-valves.html,"index, follow",تامین و سورسینگ شیرآلات KITZ,1,16,1822,1,0,18,BreadcrumbList|WebPage,fa-IR|x-default,fa,sitemap-misc.xml,21.6,
brands/krohne-instrumentation.html,https://pishtaj.ir/brands/krohne-instrumentation.html,brands,تامین و سورسینگ کرونه KROHNE | پیشرو تجهیز فرتاک,48,راهنمای سورسینگ تجهیزات KROHNE شامل فلومتر، Level، DP Flow و ابزار دقیق فرایندی بدون ادعای نمایندگی رسمی؛ بررسی قیمت و تامین از شبکه جهانی.,139,https://pishtaj.ir/brands/krohne-instrumentation.html,"index, follow",تامین و سورسینگ کرونه KROHNE,1,11,1840,1,0,13,WebPage|BreadcrumbList,fa-IR|x-default,fa,sitemap-misc.xml,21.5,
brands/omron-automation.html,https://pishtaj.ir/brands/omron-automation.html,brands,تامین و سورسینگ امرون Omron Automation | پیشرو تجهیز فرتاک,58,راهنمای سورسینگ تجهیزات Omron شامل PLC، سنسور، رله، پاور، Temperature Controller، Safety و HMI؛ بدون ادعای نمایندگی رسمی؛ بررسی قیمت و تامین از شبکه جهانی.,155,https://pishtaj.ir/brands/omron-automation.html,"index, follow",تامین و سورسینگ امرون Omron Automation,1,12,1928,1,0,12,WebPage|BreadcrumbList,fa-IR|x-default,fa,sitemap-misc.xml,21.3,
brands/phoenix-contact.html,https://pishtaj.ir/brands/phoenix-contact.html,brands,تامین و سورسینگ فونیکس کنتاکت Phoenix Contact | پیشرو تجهیز فرتاک,65,راهنمای سورسینگ تجهیزات Phoenix Contact شامل ترمینال، پاور، رله، Surge Protection، PLCnext، Ethernet Switch و کابل/کانکتور صنعتی؛ بدون ادعای نمایندگی رسمی؛ بررسی قیمت و تامین از شبکه جهانی.,189,https://pishtaj.ir/brands/phoenix-contact.html,"index, follow",تامین و سورسینگ فونیکس کنتاکت Phoenix Contact,1,12,1884,1,0,13,WebPage|BreadcrumbList,fa-IR|x-default,fa,sitemap-misc.xml,21.5,desc-long
brands/schneider-electric.html,https://pishtaj.ir/brands/schneider-electric.html,brands,تامین و سورسینگ اشنایدر الکتریک Schneider Electric | پیشرو تجهیز فرتاک,70,راهنمای سورسینگ تجهیزات Schneider Electric شامل Modicon PLC، Altivar Drive، TeSys، MCCB/ACB و تابلو LV؛ بدون ادعای نمایندگی رسمی؛ بررسی قیمت و تامین از شبکه جهانی.,163,https://pishtaj.ir/brands/schneider-electric.html,"index, follow",تامین و سورسینگ اشنایدر الکتریک Schneider Electric,1,11,1901,1,0,13,BreadcrumbList|WebPage,fa-IR|x-default,fa,sitemap-misc.xml,21.2,title-long
brands/siemens-industrial.html,https://pishtaj.ir/brands/siemens-industrial.html,brands,تامین و سورسینگ زیمنس صنعتی | پیشرو تجهیز فرتاک,47,راهنمای سورسینگ تجهیزات Siemens صنعتی مانند SIMATIC PLC، HMI، SINAMICS Drive، Switchgear، MCC و تجهیزات کنترل بدون ادعای نمایندگی رسمی؛ بررسی قیمت و تامین از شبکه جهانی.,169,https://pishtaj.ir/brands/siemens-industrial.html,"index, follow",تامین و سورسینگ زیمنس صنعتی,1,16,1823,1,0,12,BreadcrumbList|WebPage,fa-IR|x-default,fa,sitemap-misc.xml,22.4,desc-long
